Gene name,Gene name2,Gene Synonym 0,Gene Synonym 1,Gene Synonym 2,Gene Synonym 3,Gene Synonym 4,Gene Synonym 5,Gene Synonym 6,Gene Synonym 7,Gene Synonym 8,Gene Synonym 9,Gene Synonym 10,Gene Synonym 11,Gene Synonym 12,Gene Synonym 13,Gene Synonym 14,Gene Synonym 15,Gene Synonym 16,Gene Synonym 17,Gene Synonym 18,Gene Synonym 19,Gene Synonym 20,Gene Synonym 21,Gene Synonym 22,Gene Synonym 23,Gene Synonym 24,Gene Synonym 25,Gene Synonym 26,Gene Synonym 27,Gene Synonym 28,Gene Synonym 29,Gene Synonym 30,Gene Synonym 31
ACTA2,,ACTSA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTA2-AS1,,ZXF1,uc001kfo.1,UC001kfo,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBL2,,DKFZp686D0972,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP12,,ACTGP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP8,,ACTBP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTBP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTC1,,CMD1R,ACTC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTE1P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1,,DFNA26,DFNA20,ACTG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P1,,ACTGP1,ACT1GP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P10,,ACTL1,ACTGP10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P2,,ACTL2,ACTGP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P24,,POTENP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P25,,AGPG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P3,,ACTGP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P4,,ACTGP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG1P9,,ACTGP9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTG2,,ACTSG,ACTL3,ACTA3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL10,,C20orf134,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL11P,,ACTBP13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL6A,,SMARCN1,INO80K,BAF53A,Arp4,Actl6,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL6B,,SMARCN2,BAF53B,ACTL6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL7A,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL7B,,Tact1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL8,,CT57,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTL9,,MGC33407,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN1-DT,,C14orf84,ACTN1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN4,,FSGS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN4P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTN4P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR10,,HARP11,Arp11,Arp10,ACTR11,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR1A,,Arp1A,ARP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR1AP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR1B,,CTRN2,Arp1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR2,,ARP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3,,ARP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3-AS1,,AC104653.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3B,,ARP3beta,ARP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3BP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3BP2,,FKSG73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3BP3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3BP4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3BP5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3BP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3BP7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3C,,ARP11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR3P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR5,,INO80M,FLJ12785,Arp5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR6,,FLJ13433,ARP6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR6P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTR8,,INO80N,ARP8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTRT1,,KIAA0705,Arp-T1,ARIP1,AIP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTRT1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTRT2,,FLJ25424,ARPM2,Arp-T2,ACTRT2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACTRT3,,ARPM1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVR1,,SKR1,ALK2,ACVRLK2,ACVR1A,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVR1B,,SKR2,ALK4,ACVRLK4,ActRIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVR1C,,ALK7,ACVRLK7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVR2A,,ACVR2,ACTRII,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVR2B,,ActR-IIB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVR2B-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACVRL1,,ORW2,HHT2,HHT,ALK1,ACVRLK1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACY1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACY3,,MGC9740,HCBP1,ACY-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACYP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ACYP2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADA,,ADA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADA2,,IDGFL,CECR1,ADGF,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAD1,,Tenr,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAD1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAD2,,TENRL,FLJ00337,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM10,,MADM,kuz,HsT18717,CD156C,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM11,,MDC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM12,,MLTN,MCMPMltna,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM15,,MDC15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM17,,TACE,cSVP,CD156B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM18,,tMDCIII,ADAM27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM19,,MLTNB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM1A,,PH-30a,FTNAP,Ftna,ADAM1P,ADAM1,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM2,,PH30,PH-30b,FTNB,CT15,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM20P1,,C14orf55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM20P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM20P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM21,,ADAM31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM21P1,,ADAM21P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM22,,MDC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM23,,MDC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM24P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM28,,MDC-Ls,MDC-Lm,eMDCII,ADAM23,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM29,,svph1,CT73,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM30,,svph4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM33,,DKFZp434K0521,dJ964F7.1,C20orf153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM3A,,tMDCI,CYRN1,ADAM3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM3B,,CYRN2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM5,,tMDCII,ADAM5P,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM6,,tMDCIV,C14orf96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM7,,GP-83,EAPI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM7-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM7-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM8,,MS2,CD156A,CD156,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAM9,,Mltng,MDC9,MCMP,KIAA0021,CORD9,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMDEC1,,M12.219,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS1,,METH1,KIAA1346,C3-C5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS10,,ADAM-TS10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS13,,VWFCP,vWF-CP,TTP,MGC118900,MGC118899,FLJ42993,DKFZp434C2322,C9orf8,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS16,,ADAMTS16s,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS16-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS17,,FLJ32769,FLJ16363,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS18,,ADAMTS21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS19-AS1,,RP11-346A9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS2,,PCINP,NPI,hPCPNI,ADAMTS-3,ADAM-TS2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS20,,GON-1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS3,,KIAA0366,ADAMTS-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS4,,KIAA0688,ADMP-1,ADAMTS-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS5,,ADMP-2,ADAMTS11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS6,,ADAM-TS6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS7,,DKFZp434H204,ADAM-TS7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS7P1,,ADAMTS7P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS7P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS7P4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS8,,METH2,FLJ41712,ADAM-TS8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS9,,KIAA1312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS9-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTS9-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL1,,FLJ35283,C9orf94,ADAMTSR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL2,,KIAA0605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL3,,punctin-2,KIAA1233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL4,,TSRC1,DKFZP434K1772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL4-AS1,,FLJ45786,C1orf138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL4-AS2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAMTSL5,,THSD6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAP1,,GCS1L,CENTA1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAP2,,CENTA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAR,,IFI4,G1P1,ADAR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADARB1,,RED1,hRED1,DRADA2,DRABA2,ADAR2g,ADAR2d,ADAR2c,ADAR2b,ADAR2a-L3,ADAR2a-L2,ADAR2a-L1,ADAR2a,ADAR2,,,,,,,,,,,,,,,,,,,
ADARB2,,RED2,hRED2,ADAR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADARB2-AS1,,NCRNA00168,C10orf109,bA466B20.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAT2,,TAD2,dJ20N2.1,DEADC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADAT3,,TAD3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCK1,,FLJ39600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCK2,,MGC20727,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCK5,,FLJ35454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY1,,DFNB44,AC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY10,,Sacy,SACI,SAC,RP1-313L4.2,HCA2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY10P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY2,,KIAA1060,HBAC2,AC2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY3,,AC3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY4,,AC4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY5,,AC5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY6,,AC6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY6-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY7,,KIAA0037,AC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY8,,HBAC1,ADCY3,AC8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCY9,,AC9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCYAP1,,PACAP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADCYAP1R1,,PACAPR,PAC1R,PAC1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADD2,,ADDB,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADD3,,ADDL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADD3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGB,,FLJ23121,dJ408K24.1,CAPN16,C6orf103,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGB-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRA1,,KIAA1828,GPR123,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRA1-AS1,,GPR123-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRA2,,TEM5,KIAA1531,GPR124,FLJ14390,DKFZp434J0911,DKFZp434C211,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRA3,,PGR21,GPR125,FLJ38547,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRA3P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRB1,,BAI1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRB2,,BAI2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRB3,,KIAA0550,BAI3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRB3-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRD1,,PGR25,GPR133,DKFZp434B1272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRD1-AS1,,LACAT8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRD2,,PGR24,GPR144,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRE1,,TM7LN3,EMR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRE2,,EMR2,CD312,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRE3,,EMR3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRE4P,,PGR16,GPR127,EMR4P,EMR4,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRE5,,TM7LN1,CD97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF1,,PGR19,hGPCR36,GPR110,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF2,,PGR20,hGPCR35,GPR111,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF3,,PGR23,hGPCR37,GPR113,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF4,,PGR18,GPR115,FLJ38076,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF5,,KIAA0758,GPR116,DKFZp564O1923,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF5-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF5P1,,GPR116P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRF5P2,,GPR116P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRG1,,TM7XN1,TM7LN4,GPR56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRG2,,TM7LN2,HE6,GPR64,EDDM6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRG3,,PGR26,Pb99,GPR97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRG4,,RP1-299I16,PGR17,GPR112,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRG5,,PGR27,GPR114,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRG6,,GPR126,FLJ14937,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRG7,,GPR128,FLJ14454,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRL1,,LPHN1,LEC2,KIAA0821,CIRL1,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRL1-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRL2,,LPHN2,LPHH1,LEC1,KIAA0786,CIRL2,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRL3,,LPHN3,LEC3,KIAA0768,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRL3-AS1,,LPHN3-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRL4,,ETL,ELTD1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADGRV1,,VLGR1,USH2C,MASS1,KIAA0686,GPR98,01/02/2004 00:00,DKFZp761P0710,,,,,,,,,,,,,,,,,,,,,,,,,
ADH1A,,ADH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH1B,,ADH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH1C,,ADH3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH4,,ADH-2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH5,,GSNOR,FDH,ADHX,ADH-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH5P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH5P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH5P4,,bA707M13.2,ADH5B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH5P5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH6,,ADH-5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADH7,,ADH-4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADHFE1,,FLJ32430,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI1,,SIPL,mtnD,MTCBP-1,HMFT1638,FLJ10913,ARD,APL1,,,,,,,,,,,,,,,,,,,,,,,,,
ADI1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADI1P3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIG,,SMAF1,RP5-1100H13.2,MGC39724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ,,GBP28,apM1,adiponectin,ACRP30,ACDC,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOQ-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOR1,,PAQR1,ACDCR1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOR1P1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOR1P2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIPOR2,,PAQR2,ACDCR2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIRF,,C10orf116,APM2,AFRO,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADIRF-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADK,,AK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM,,AM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM2,,FLJ21135,AM2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM5,,C19orf76,AM5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADM-DT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADNP,,KIAA0784,ADNP1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADNP2,,ZNF508,KIAA0863,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADNP-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADO,,FLJ14547,C10orf22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORA1,,RDC7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORA2A,,RDC8,ADORA2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORA2A-AS1,,FLJ34651,C22orf45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORA2B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORA2BP1,,ADORA2BP,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADORA3,,AD026,A3AR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPGK,,DKFZp434B195,ADP-GK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPGK-AS1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPRH,,ARH1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPRHL1,,ARH2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPRM,,MDS006,C17orf48,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADPRS,,FLJ20446,ARH3,ADPRHL2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRA1A,,ADRA1L1,ADRA1C,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
ADRA1B,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
