Gene Synonym,Gene name
FLJ14751,ALG10
KCR1,ALG10B
CDG1P,ALG11
KIAA0266,ALG11
CDG1G,ALG12
ECM39,ALG12
MGC19780,ALG14
ALK1,ALK
CD246,ALK
AUGB,ALKAL1
FAM150A,ALKAL1
UNQ9433,ALKAL1
ABH,ALKBH1
alkB,ALKBH1
ALKBH,ALKBH1
hABH,ALKBH1
ABH2,ALKBH2
MGC90512,ALKBH2
FLJ20308,ALKBH5
OFOXD1,ALKBH5
ALC,ALLC
5-LOX,ALOX5
FLAP,ALOX5AP
12R-LOX,ALOX12B
ALOX12P,ALOX12P1
15-LOX-1,ALOX15
15-LOX-2,ALOX15B
E-LOX,ALOXE3
eLOX3,ALOXE3
HAK,ALPK2
KIAA1330,ALPK3
MAK,ALPK3
Midori,ALPK3
DKFZp686I0110,ALS2CL
FLJ36525,ALS2CL
RN49018,ALS2CL
CART1,ALX1
FND,ALX3
EDC1,AMBP
HCP,AMBP
HI30,AMBP
IATIL,AMBP
ITI,AMBP
ITIL,AMBP
ITILC,AMBP
UTI,AMBP
SAMDC,AMD1
AMD,AMD1P2
AMD2,AMD1P2
AMDP1,AMD1P2
AMDPX,AMD1P2
AMDPY,AMD1P2
MGC35366,AMDHD1
AIH1,AMELX
AMG,AMELX
AMGL,AMELY
FAM123B,AMER1
FLJ39827,AMER1
RP11-403E24.2,AMER1
WTX,AMER1
FAM123A,AMER2
FLJ25477,AMER2
gp78,AMFR
RNF45,AMFR
KIAA1071,AMOT
JEAP,AMOTL1
RSTI689,AMTN
UNQ689,AMTN
APC1,ANAPC1
MCPR,ANAPC1
TSG24,ANAPC1
APC2,ANAPC2
KIAA1406,ANAPC2
APC5,ANAPC5
APC16,ANAPC16
bA570G20.3,ANAPC16
C10orf104,ANAPC16
CENP-27,ANAPC16
FLJ33728,ANAPC16
RAA1,ANG
RNASE5,ANG
Ccr4e,ANGEL1
KIAA0759,ANGEL1
Ang2,ANGPT2
ANGPT5,ANGPTL3
ARP4,ANGPTL4
FIAF,ANGPTL4
HFARP,ANGPTL4
NL2,ANGPTL4
PGAR,ANGPTL4
pp1158,ANGPTL4
ANKRD5,ANKEF1
dJ839B4.6,ANKEF1
FLJ21669,ANKEF1
ANKHZN,ANKFY1
BTBD23,ANKFY1
KIAA1255,ANKFY1
RANK-5,ANKFY1
ZFYVE14,ANKFY1
ANK,ANKH
CCAL2,ANKH
CMDJ,ANKH
CPPDD,ANKH
HANK,ANKH
SLC62A1,ANKH
FLJ10042,ANKHD1
FLJ11979,ANKHD1
FLJ14127,ANKHD1
FLJ20288,ANKHD1
KIAA1085,ANKHD1
MASK,ANKHD1
MASK1,ANKHD1
MASK-BP3,ANKHD1-EIF4EBP3
DKFZP434A0225,ANKIB1
KIAA1386,ANKIB1
X-kinase,ANKK1
ANKRD41,ANKLE1
FLJ39369,ANKLE1
LEMD6,ANKLE1
DKFZP564O043,ANKMY2
ZMYND20,ANKMY2
ALRP,ANKRD1
C-193,ANKRD1
CARP,ANKRD1
CVARP,ANKRD1
MCARP,ANKRD1
ARPP,ANKRD2
KIAA0957,ANKRD6
TSA806,ANKRD7
FLJ20093,ANKRD10
ANCO-2,ANKRD12
FLJ20053,ANKRD12
GAC-1,ANKRD12
KIAA0874,ANKRD12
ANKRD20A5,ANKRD20A5P
MGC26718,ANKRD20A5P
ANKRD20A4P1,ANKRD20A10P
C21orf81,ANKRD20A11P
C21orf126,ANKRD20A18P
KIAA1074,ANKRD26
THC2,ANKRD26
LINC00414,ANKRD26P3
FLJ25053,ANKRD29
NY-BR-1.1,ANKRD30B
ANKRD30BP,ANKRD30BP1
C21orf110,ANKRD30BP1
PRED4,ANKRD30BP1
C21orf99,ANKRD30BP2
CT85,ANKRD30BP2
CTSP-1,ANKRD30BP2
DP58,ANKRD34B
ANKRD26L1,ANKRD36BP1
ANKRD36BL1,ANKRD36BP1
MGC12538,ANKRD36BP1
MGC15396,ANKRD40
C17orf73,ANKRD40CL
FLJ20694,ANKRD40CL
LINC00483,ANKRD40CL
PP6-ARS-B,ANKRD44
KIAA1223,ANKRD50
LIAR,ANKRD54
FLJ11795,ANKRD55
bA196N14.3,ANKRD60
C20orf86,ANKRD60
DKFZp779B1634,ANKRD62
VWFP1-ANKRD62P1-PARP4P3,ANKRD62P1-PARP4P3
FLJ32345,ANKS3
FLJ32767,ANKS3
KIAA1977,ANKS3
FLJ38819,ANKS4B
FLJ38819,ANKS4B
HARP,ANKS4B
HARP,ANKS4B
ANKRD14,ANKS6
FLJ36928,ANKS6
NPHP16,ANKS6
SAMD6,ANKS6
C3orf16,ANKUB1
ANILLIN,ANLN
scra,ANLN
Scraps,ANLN
C11orf25,ANO3
DYT23,ANO3
GENX-3947,ANO3
TMEM16C,ANO3
FLJ34221,ANO4
FLJ34221,ANO4
FLJ34272,ANO4
FLJ34272,ANO4
FLJ35277,ANO4
FLJ35277,ANO4
TMEM16D,ANO4
TMEM16D,ANO4
KIAA1623,ANO8
TMEM16H,ANO8
FLJ10375,ANO10
MGC47890,ANO10
SCAR10,ANO10
TMEM16K,ANO10
ADMLX,ANOS1
KAL,ANOS1
KAL1,ANOS1
KALIG-1,ANOS1
WFDC19,ANOS1
ADMLY,ANOS2P
KAL-Y,ANOS2P
KALP,ANOS2P
PP32R1,ANP32C
CD13,ANPEP
gp150,ANPEP
LAP1,ANPEP
p150,ANPEP
PEPN,ANPEP
C16orf24,ANTKMT
FAM173A,ANTKMT
MGC2494,ANTKMT
ANX1,ANXA1
LPC1,ANXA1
ANX2,ANXA2
ANX2L4,ANXA2
CAL1H,ANXA2
LIP2,ANXA2
LPC2D,ANXA2
ANX2L1,ANXA2P1
ANX2P1,ANXA2P1
LPC2A,ANXA2P1
ANX2L2,ANXA2P2
ANX2P2,ANXA2P2
LPC2B,ANXA2P2
ANX2L3,ANXA2P3
ANX2P3,ANXA2P3
LIP2,ANXA2P3
LPC2C,ANXA2P3
ANX4,ANXA4
ANX5,ANXA5
CPB-I,ANXA5
ENX2,ANXA5
PAP-I,ANXA5
RPRGL3,ANXA5
VAC-alph,ANXA5
ANX8,ANXA8
ANXA8L2,ANXA8L1
bA145E20.2,ANXA8L1
bA301J7.3,ANXA8L1
ANX11,ANXA11
ANX13,ANXA13
DAO2,AOC2
RAO,AOC2
HPAO,AOC3
VAP-1,AOC3
VAP1,AOC3
AP-O,AOPEP
APO,AOPEP
C90RF3,AOPEP
C9orf3,AOPEP
FLJ14675,AOPEP
ADTB1,AP1B1
AP105A,AP1B1
BAM22,AP1B1
CLAPB2,AP1B1
ADTB1L1,AP1B1P1
dJ127L4.2,AP1B1P1
ADTB1L2,AP1B1P2
dJ127L4.3,AP1B1P2
G2AD,AP1G2
AP47,AP1M1
CLAPM2,AP1M1
mu1A,AP1M1
AP1-mu2,AP1M2
HSMU1B,AP1M2
mu2,AP1M2
AP19,AP1S1
CLAPS1,AP1S1
EKV3,AP1S1
SIGMA1A,AP1S1
WUGSC:H_DJ0747G18.2,AP1S1
MRX59,AP1S2
MRXS5,AP1S2
PGS,AP1S2
SIGMA1B,AP1S2
ADTAB,AP2A2
ADTAB,AP2A2
CLAPA2,AP2A2
CLAPA2,AP2A2
DKFZP564D1864,AP2A2
DKFZP564D1864,AP2A2
HIP9,AP2A2
HIP9,AP2A2
HYPJ,AP2A2
HYPJ,AP2A2
KIAA0899,AP2A2
KIAA0899,AP2A2
ADTB2,AP2B1
CLAPB1,AP2B1
CLAPS2,AP2S1
FBH3,AP2S1
FBHOk,AP2S1
HHC3,AP2S1
AP47B,AP3M2
CLA20,AP3M2
CLAPS3,AP3S1
sigma3b,AP3S2
AP-4-EPSILON,AP4E1
SPG51,AP4E1
AP47B,AP4S1
CLA20,AP4S1
SPG52,AP4S1
C14orf108,AP5M1
FLJ10813,AP5M1
mu5,AP5M1
MuD,AP5M1
MUDENG,AP5M1
C20orf29,AP5S1
FLJ11168,AP5S1
KIAA0415,AP5Z1
SPG48,AP5Z1
zeta,AP5Z1
D9S411E,APBA1
MINT1,APBA1
X11,APBA1
D15S1518E,APBA2
HsT16821,APBA2
LIN-10,APBA2
MGC:14091,APBA2
MINT2,APBA2
X11L,APBA2
mint3,APBA3
X11L2,APBA3
INAG1,APBB1IP
RIAM,APBB1IP
DP2,APC
DP2.5,APC
DP3,APC
PPP1R46,APC
APCL,APC2
B7323,APCDD1
FLJ90166,APCDD1L
APCDD1L-AS1,APCDD1L-DT
ELA,APELA
Ende,APELA
tdl,APELA
APE,APEX1
APE-1,APEX1
APEN,APEX1
APEX,APEX1
APX,APEX1
HAP1,APEX1
REF-1,APEX1
REF1,APEX1
APE2,APEX2
APEXL2,APEX2
XTH2,APEX2
ZGRF2,APEX2
APH-1B,APH1B
DKFZp564D0372,APH1B
PSFL,APH1B
API5L1,API5P1
apelin,APLN
XNPEP2,APLN
APLP,APLP1
BSCv,APMAP
C20orf3,APMAP
APOBEC-1,APOBEC1
BEDP,APOBEC1
CDAR1,APOBEC1
HEPR,APOBEC1
ARCD1,APOBEC2
ARP1,APOBEC2
ARP3,APOBEC3A
ARP3,APOBEC3A
PHRBN,APOBEC3A
PHRBN,APOBEC3A
FLJ21201,APOBEC3B
PHRBNL,APOBEC3B
APOBEC1L,APOBEC3C
ARDC2,APOBEC3C
ARDC4,APOBEC3C
ARP5,APOBEC3C
bK150C2.3,APOBEC3C
PBI,APOBEC3C
APOBEC3DE,APOBEC3D
APOBEC3E,APOBEC3D
ARP6,APOBEC3D
ARP8,APOBEC3F
BK150C2.4.MRNA,APOBEC3F
KA6,APOBEC3F
bK150C2.7,APOBEC3G
CEM15,APOBEC3G
dJ494G10.1,APOBEC3G
FLJ12740,APOBEC3G
MDS019,APOBEC3G
ARP10,APOBEC3H
B2G1,APOH
BG,APOH
APOL,APOL1
APOL-II,APOL2
APOLIII,APOL3
CG12-1,APOL3
APOLIV,APOL4
APOLV,APOL5
APOLV,APOL5
APOL-VI,APOL6
APOLVI,APOL6
G3a,APOM
G3a,APOM
G3a,APOM
G3a,APOM
G3a,APOM
G3a,APOM
G3a,APOM
NG20,APOM
NG20,APOM
NG20,APOM
NG20,APOM
NG20,APOM
NG20,APOM
NG20,APOM
FAM121B,APOO
MGC4825,APOO
Mic23,APOO
MIC26,APOO
MICOS26,APOO
My025,APOO
AAIR8193,APOOL
CXorf33,APOOL
FAM121A,APOOL
Mic27,APOOL
MICOS27,APOOL
UNQ8193,APOOL
AD1,APP
alpha-sAPP,APP
APPL,APPL1
DIP13B,APPL2
FLJ10659,APPL2
C3orf35,APRG1
AOA,APTX
AOA1,APTX
AXA1,APTX
EAOH,APTX
EOAHA,APTX
FLJ20157,APTX
AQP-4,AQP4
hAQP4,AQP4
MIWC,AQP4
C18orf16,AQP4-AS1
CHST9-AS1,AQP4-AS1
FLJ30507,AQP4-AS1
AQP2L,AQP6
HsT17287,AQP9
SSC1,AQP9
AQPX1,AQP11
fSAP164,AQR
IBP160,AQR
KIAA0560,AQR
AIS,AR
DHTR,AR
HUMARA,AR
NR3C4,AR
SBMA,AR
SMAX1,AR
ARAF1,ARAF
ARAF2,ARAFP2
ARAF2P,ARAFP2
ARAFPS,ARAFP2
PKS1,ARAFP2
ARAF3P,ARAFP3
CENTD3,ARAP3
DRAG1,ARAP3
FLJ21065,ARAP3
Arg3.1,ARC
KIAA0278,ARC
FIEL1,AREL1
KIAA0317,AREL1
ARF4P,ARF4P1
dJ885L7.7,ARF4P2
ARF1GAP,ARFGAP1
bA261N11.3,ARFGAP1
FLJ10767,ARFGAP1
ARFGAP1,ARFGAP3
ARFGEP1,ARFGEF1
BIG1,ARFGEF1
DKFZP434L057,ARFGEF1
p200,ARFGEF1
BIG2,ARFGEF2
BIG3,ARFGEF3
C6orf92,ARFGEF3
dJ171N11.1,ARFGEF3
KIAA1244,ARFGEF3
PPP1R33,ARFGEF3
HSU52521,ARFIP1
ARL18,ARFRP1
ARP,ARFRP1
Arp1,ARFRP1
FLJ10154,ARGLU1
CDC42GAP,ARHGAP1
p50rhoGAP,ARHGAP1
RhoGAP,ARHGAP1
GFI2,ARHGAP5
p190-B,ARHGAP5
p190BRhoGAP,ARHGAP5
RhoGAP5,ARHGAP5
C14orf128,ARHGAP5-AS1
MGC15504,ARHGAP5-AS1
rhoGAPX-1,ARHGAP6
BPGAP1,ARHGAP8
FLJ20185,ARHGAP8
10C,ARHGAP9
MGC1295,ARHGAP9
FLJ20896,ARHGAP10
FLJ41791,ARHGAP10
GRAF2,ARHGAP10
KIAA0013,ARHGAP11A
B'-T,ARHGAP11B
B'-T,ARHGAP11B
FAM7B1,ARHGAP11B
FAM7B1,ARHGAP11B
FLJ10971,ARHGAP12
FLJ20737,ARHGAP12
FLJ21785,ARHGAP12
ARHGAP15P,ARHGAP16P
FLJ10308,ARHGAP17
FLJ13219,ARHGAP17
NADRIN,ARHGAP17
RICH1,ARHGAP17
WBP15,ARHGAP17
FLJ00194,ARHGAP19
MGC14258,ARHGAP19
KIAA1501,ARHGAP23
DKFZP564B1162,ARHGAP24
FilGAP,ARHGAP24
FLJ33877,ARHGAP24
GRAF,ARHGAP26
KIAA0621,ARHGAP26
OPHN1L,ARHGAP26
OPHN1L1,ARHGAP26
CAMGAP1,ARHGAP27
CAMGAP1,ARHGAP27
FLJ43547,ARHGAP27
FLJ43547,ARHGAP27
SH3D20,ARHGAP27
SH3D20,ARHGAP27
SH3P20,ARHGAP27
SH3P20,ARHGAP27
FLJ10312,ARHGAP28
KIAA1314,ARHGAP28
PARG1,ARHGAP29
CDGAP,ARHGAP31
FLJ30058,ARHGAP36
C20orf95,ARHGAP40
dJ1100H13.4,ARHGAP40
AD031,ARHGAP42
FLJ32810,ARHGAP42
GRAF3,ARHGAP42
TMEM133,ARHGAP42
AK124326,ARHGAP42-AS1
OPHN1P1,ARHGAP42P3
RHOGDI-3,ARHGDIG
GEF5,ARHGEF5
P60,ARHGEF5
TIM,ARHGEF5
TIM1,ARHGEF5
alpha-PIX,ARHGEF6
alphaPIX,ARHGEF6
ÃŽÂ±Pix,ARHGEF6
Cool-2,ARHGEF6
Cool2,ARHGEF6
KIAA0006,ARHGEF6
MRX46,ARHGEF6
BETA-PIX,ARHGEF7
COOL1,ARHGEF7
DKFZp686C12170,ARHGEF7
DKFZp761K1021,ARHGEF7
KIAA0142,ARHGEF7
Nbla10314,ARHGEF7
P50,ARHGEF7
P50BP,ARHGEF7
P85,ARHGEF7
P85COOL1,ARHGEF7
P85SPR,ARHGEF7
PAK3,ARHGEF7
PIXB,ARHGEF7
KIAA0424,ARHGEF9
PEM-2,ARHGEF9
Gef10,ARHGEF10
Gef10,ARHGEF10
KIAA0294,ARHGEF10
KIAA0294,ARHGEF10
KIAA0382,ARHGEF12
LARG,ARHGEF12
ARGEF15,ARHGEF15
FLJ13791,ARHGEF15
KIAA0915,ARHGEF15
MGC44868,ARHGEF15
Vsm-RhoGEF,ARHGEF15
KIAA0337,ARHGEF17
p164-RhoGEF,ARHGEF17
TEM4,ARHGEF17
FLJ33962,ARHGEF19
WGEF,ARHGEF19
GEFT,ARHGEF25
p63RhoGEF,ARHGEF25
DKFZP434D146,ARHGEF26
DKFZP434D146,ARHGEF26
SGEF,ARHGEF26
SGEF,ARHGEF26
ARHGEF5L,ARHGEF35
CTAGE4,ARHGEF35
FLJ43692,ARHGEF35
FLJ41603,ARHGEF37
FLJ20184,ARHGEF38
C9orf100,ARHGEF39
FLJ14642,ARHGEF39
FLJ10357,ARHGEF40
solo,ARHGEF40
BRIGHT,ARID3A
DRIL1,ARID3A
RBBP1,ARID4A
RBP-1,ARID4A
RBP1,ARID4A
FLJ21150,ARID5B
MRF2,ARID5B
ARI,ARIH1
HARI,ARIH1
HHARI,ARIH1
UBCH7BP,ARIH1
C3orf71,ARIH2OS
ARIH2P,ARIH2P1
ARFL1,ARL1
ARFL2,ARL2
BART,ARL2BP
BART1,ARL2BP
RP66,ARL2BP
HsT2883,ARL2BPP1
ARL2BPL,ARL2BPP2
bcm1040,ARL2BPP2
ARFL3,ARL3
ARL4,ARL4A
ARL7,ARL4C
LAK,ARL4C
ARL12,ARL5C
AIP1,ARL6IP1
ARL6IP,ARL6IP1
ARMER,ARL6IP1
KIAA0069,ARL6IP1
SPG61,ARL6IP1
ARL6IPP1,ARL6IP1P1
DERP11,ARL6IP5
GTRAP3-18,ARL6IP5
HSPC127,ARL6IP5
JWA,ARL6IP5
PRAF3,ARL6IP5
Yip6b,ARL6IP5
ARL10C,ARL8B
FLJ10702,ARL8B
Gie1,ARL8B
ARLTS1,ARL11
FLJ33930,ARL11
ARL13,ARL13A
ARF7EP,ARL14EP
C11orf46,ARL14EP
FLJ38968,ARL14EP
ARL17,ARL17B
ARL17,ARL17B
LINC02170,ARLNC1
PRCAT47,ARLNC1
Arcp,ARMC1
FLJ10511,ARMC1
bA787I22.1,ARMC2
DKFZp434P0714,ARMC2
CT81,ARMC3
FLJ32827,ARMC3
FLJ13063,ARMC5
MGC19595,ARMC6
FLJ22160,ARMC7
MGC3195,ARMC10
MGC3195,ARMC10
SVH,ARMC10
SVH,ARMC10
ALEX1,ARMCX1
GASP7,ARMCX1
ALEX2,ARMCX2
GASP9,ARMCX2
KIAA0512,ARMCX2
ALEX3,ARMCX3
GASP6,ARMCX3
CXorf35,ARMCX4
GASP4,ARMCX4
MGC40053,ARMCX4
FLJ12969,ARMCX5
GASP5,ARMCX5
FLJ20811,ARMCX6
GASP10,ARMCX6
C6orf229,ARMH2
C10orf76,ARMH3
FLJ13114,ARMH3
C14orf37,ARMH4
UT2,ARMH4
ARMD8,ARMS2
LOC387715,ARMS2
C6orf211,ARMT1
FLJ12910,ARMT1
ARPC3B,ARPC3P1
dJ470L14.3,ARPC3P1
ARC16-2,ARPC5L
MGC3038,ARPC5L
C15orf38,ARPIN
MGC61550,ARPIN
C15orf38-AP3S2,ARPIN-AP3S2
ARPP-16,ARPP19
ARPP-19,ARPP19
ARPP16,ARPP19
ENSAL,ARPP19
ARRX,ARR3
ARR2,ARRB2
BARR2,ARRB2
DKFZp686L0365,ARRB2
MGC40555,ARRDC1
KIAA1376,ARRDC3
TLIMP,ARRDC3
FLJ36045,ARRDC4
ARSDP,ARSDP1
ARSDY1,ARSDP1
ARSFP,ARSFP1
FLJ16069,ARSI
SPG66,ARSI
ARSE,ARSL
CDPX,ARSL
CDPX1,ARSL
ARSEP,ARSLP1
ARSEP1,ARSLP1
CT121,ARX
EIEE1,ARX
ISSX,ARX
MRX29,ARX
MRX32,ARX
MRX33,ARX
MRX36,ARX
MRX38,ARX
MRX43,ARX
MRX54,ARX
MRX76,ARX
MRX87,ARX
MRXS1,ARX
PRTS,ARX
AC,ASAH1
ACDase,ASAH1
ASAH,ASAH1
FLJ21558,ASAH1
PHP32,ASAH1
ASAH2C,ASAH2B
ASAH2L,ASAH2B
bA449O16.3,ASAH2B
bA98I6.3,ASAH2B
CENTB4,ASAP1
DDEF1,ASAP1
KIAA1249,ASAP1
PAP,ASAP1
ZG14P,ASAP1
CENTB3,ASAP2
DDEF2,ASAP2
KIAA0400,ASAP2
PAP,ASAP2
SHAG1,ASAP2
CENTB6,ASAP3
DDEFL1,ASAP3
FLJ20199,ASAP3
UPLC1,ASAP3
ASB-1,ASB1
ASB-2,ASB2
ASB-2,ASB2
ASB-3,ASB3
ASB-4,ASB4
FLJ21255,ASB8
MGC5540,ASB8
DKFZP564L0862,ASB9
FLJ20636,ASB9
MGC4954,ASB9
DKFZp779E2460,ASB11
FLJ39577,ASB12
FLJ13134,ASB13
MGC19879,ASB13
DKFZp313L0121,ASB14
ASC1p50,ASCC1
CGI-18,ASCC1
Em:AC022392.3,ASCC1
p50,ASCC1
ASC1p100,ASCC2
DKFZp586O0223,ASCC2
FLJ21588,ASCC2
ASC1p200,ASCC3
dJ121G13.4,ASCC3
dJ467N11.1,ASCC3
HELIC1,ASCC3
RNAH,ASCC3
ASH1,ASCL1
bHLHa46,ASCL1
HASH1,ASCL1
CIA,ASF1A
DKFZP547E2110,ASF1A
FLJ10604,ASF1B
FLJ10604,ASF1B
ACCN5,ASIC5
HINAC,ASIC5
INAC,ASIC5
AGTIL,ASIP
ASP,ASIP
ASAL,ASL
ASLL,ASLP1
ASMTY,ASMT
HIOMT,ASMT
HIOMTY,ASMT
ASMTL-AS,ASMTL-AS1
ASMTLAS,ASMTL-AS1
CXYorf2,ASMTL-AS1
FLJ13330,ASMTL-AS1
NCRNA00105,ASMTL-AS1
FLJ39838,ASPHD2
FLJ20129,ASPN
PLAP-1,ASPN
SLRR1C,ASPN
ASPL,ASPSCR1
ASPS,ASPSCR1
TUG,ASPSCR1
UBXD9,ASPSCR1
UBXN9,ASPSCR1
ALP,ASRGL1
ALP1,ASRGL1
FLJ22316,ASRGL1
ASS,ASS1
CTLN1,ASS1
ASSP1,ASS1P1
ASSP3,ASS1P3
ASSP4,ASS1P4
ASSP5,ASS1P5
ASSP6,ASS1P6
ASSP8,ASS1P8
ASSP9,ASS1P9
ASSP10,ASS1P10
ASSP11,ASS1P11
TCAG_1641141,ASS1P11
ASSP12,ASS1P12
ASSP13,ASS1P13
ASTN,ASTN1
KIAA0634,ASTN2
KIAA0978,ASXL1
KIAA1713,ASXL3
FLJ14600,ATAD1
FLJ14600,ATAD1
Msp1,ATAD1
Msp1,ATAD1
ANCCA,ATAD2
CT137,ATAD2
DKFZp667N1320,ATAD2
MGC29843,ATAD2
MGC5254,ATAD2
PRO2000,ATAD2
KIAA1240,ATAD2B
KIAA1273,ATAD3B
TOB3,ATAD3B
C17orf41,ATAD5
ELG1,ATAD5
FLJ12735,ATAD5
FRAG1,ATAD5
C6orf134,ATAT1
C6orf134,ATAT1
C6orf134,ATAT1
C6orf134,ATAT1
C6orf134,ATAT1
C6orf134,ATAT1
C6orf134,ATAT1
Em:AB023049.7,ATAT1
Em:AB023049.7,ATAT1
Em:AB023049.7,ATAT1
Em:AB023049.7,ATAT1
Em:AB023049.7,ATAT1
Em:AB023049.7,ATAT1
Em:AB023049.7,ATAT1
FLJ13158,ATAT1
FLJ13158,ATAT1
FLJ13158,ATAT1
FLJ13158,ATAT1
FLJ13158,ATAT1
FLJ13158,ATAT1
FLJ13158,ATAT1
MEC17,ATAT1
MEC17,ATAT1
MEC17,ATAT1
MEC17,ATAT1
MEC17,ATAT1
MEC17,ATAT1
MEC17,ATAT1
CREB-2,ATF4
TAXREB67,ATF4
TXREB,ATF4
ATF4P,ATF4P1
TAXREB67P,ATF4P1
TXREBP,ATF4P1
CREBL1,ATF6B
CREBL1,ATF6B
CREBL1,ATF6B
CREBL1,ATF6B
G13,ATF6B
G13,ATF6B
G13,ATF6B
G13,ATF6B
KIAA0404,ATG2A
C14orf103,ATG2B
FLJ10242,ATG2B
APG3L,ATG3
DKFZp564M1178,ATG3
FLJ22125,ATG3
MGC15201,ATG3
PC3-96,ATG3
ATG3P,ATG3P1
dJ54G6.1,ATG3P1
APG4A,ATG4A
AUTL2,ATG4A
APG4C,ATG4C
AUTL1,ATG4C
AUTL3,ATG4C
FLJ14867,ATG4C
APG4-D,ATG4D
APG4D,ATG4D
AUTL4,ATG4D
APG5,ATG5
APG5L,ATG5
ASP,ATG5
hAPG5,ATG5
APG10L,ATG10
DKFZP586I0418,ATG10
FLJ13954,ATG10
APG12,ATG12
APG12L,ATG12
ATG12P,ATG12P1
ATG14L,ATG14
KIAA0831,ATG14
APG16L,ATG16L1
ATG16A,ATG16L1
ATG16L,ATG16L1
FLJ10035,ATG16L1
WDR30,ATG16L1
ATG16B,ATG16L2
FLJ00012,ATG16L2
WDR80,ATG16L2
AD-FSP,ATL1
FSP1,ATL1
SPG3,ATL1
SPG3A,ATL1
ARL6IP2,ATL2
atlastin2,ATL2
ASCIZ,ATMIN
KIAA0431,ATMIN
ZNF822,ATMIN
HAH1,ATOX1
FHM2,ATP1A2
MHP2,ATP1A2
AMOG,ATP1B2
CD298,ATP1B3
FLJ29027,ATP1B3
ATP2A,ATP2A1
SERCA1,ATP2A1
SERCA3,ATP2A3
KIAA0703,ATP2C2
SPCA2,ATP2C2
RP11-517C16.2,ATP2C2-AS1
RP11-517C16.2-001,ATP2C2-AS1
ATP6B,ATP4B
ATP6B,ATP4B
ATP5A,ATP5F1A
ATP5A1,ATP5F1A
ATP5AL2,ATP5F1A
ATPM,ATP5F1A
hATP1,ATP5F1A
OMR,ATP5F1A
ORM,ATP5F1A
ATP5A1P1,ATP5F1AP1
ATP5A1P5,ATP5F1AP1
ATP5A1P6,ATP5F1AP1
ATP5AL1,ATP5F1AP1
ATP5AP1,ATP5F1AP1
ATP5A1P2,ATP5F1AP2
ATP5AP2,ATP5F1AP2
ATP5A1P4,ATP5F1AP4
ATP5AP4,ATP5F1AP4
ATP5A1P7,ATP5F1AP7
ATP5A1P9,ATP5F1AP7
ATP5A1P8,ATP5F1AP8
ATP5A1P10,ATP5F1AP10
ATP5BL1,ATP5F1BP1
ATP5BP1,ATP5F1BP1
ATPMBL1,ATP5F1BP1
ATPSBL1,ATP5F1BP1
ATP5C,ATP5F1C
ATP5C1,ATP5F1C
ATP5CL1,ATP5F1C
ATP5C1P1,ATP5F1CP1
ATP5C2,ATP5F1CP1
ATP5CL2,ATP5F1CP1
ATP5E,ATP5F1E
ATP5EP1,ATP5F1EP1
ATP5EP2,ATP5F1EP2
ATPI,ATP5IF1
ATPI,ATP5IF1
ATPIF1,ATP5IF1
ATPIF1,ATP5IF1
ATPIP,ATP5IF1
ATPIP,ATP5IF1
IP,ATP5IF1
IP,ATP5IF1
MGC1167,ATP5IF1
MGC1167,ATP5IF1
MGC8898,ATP5IF1
MGC8898,ATP5IF1
ATP5G,ATP5MC1
ATP5G1,ATP5MC1
ATP5G1P1,ATP5MC1P1
ATP5G1P1,ATP5MC1P1
ATP5GP3,ATP5MC1P1
ATP5GP3,ATP5MC1P1
ATP5G1P4,ATP5MC1P4
ATP5G1P5,ATP5MC1P5
ATP5G1P6,ATP5MC1P6
ATP5G1P7,ATP5MC1P7
ATP5G1P8,ATP5MC1P8
ATP5G2P1,ATP5MC2P1
ATP5GP1,ATP5MC2P1
ATP5G2P2,ATP5MC2P2
ATP5GP2,ATP5MC2P2
ATP5G2P3,ATP5MC2P3
ATP5G2P4,ATP5MC2P4
ATP5J2LP,ATP5MFP1
ATP5J2P2,ATP5MFP2
bA249L21.4,ATP5MFP2
ATP5J2P3,ATP5MFP3
bA159H20.5,ATP5MFP3
ATP5J2P4,ATP5MFP4
ATP5K2,ATP5MGL
ATP5L2,ATP5MGL
dJ222E13.5,ATP5MGL
ATP5KP2,ATP5MGP2
ATP5LP2,ATP5MGP2
ATP5LP4,ATP5MGP4
ATP5LP5,ATP5MGP5
ATP5LP8,ATP5MGP8
6.8PL,ATP5MJ
ATP5MPL,ATP5MJ
C14orf2,ATP5MJ
MLQ,ATP5MJ
MP68,ATP5MJ
AGP,ATP5MK
ATP5MD,ATP5MK
bA792D24.4,ATP5MK
DAPIT,ATP5MK
MGC14697,ATP5MK
USMG5,ATP5MK
ATP5MDP1,ATP5MKP1
USMG5P1,ATP5MKP1
ATP5F1P1,ATP5PBP1
ATP5F1P2,ATP5PBP2
ATP5F1P4,ATP5PBP4
ATP5F1P5,ATP5PBP5
ATP5F1P6,ATP5PBP6
ATP5F1P7,ATP5PBP7
ATP5HP1,ATP5PDP1
HsT18164,ATP5PDP1
ATP5HP2,ATP5PDP2
ATP5HP3,ATP5PDP3
ATP5HP4,ATP5PDP4
ATP5,ATP5PF
ATP5A,ATP5PF
ATP5J,ATP5PF
ATPM,ATP5PF
CF6,ATP5PF
ATP5JP1,ATP5PFP1
ATP5O,ATP5PO
ATPO,ATP5PO
OSCP,ATP5PO
16A,ATP6AP1
Ac45,ATP6AP1
